Area (ABD),Width,Aspect Ratio,Average Blue,Average Green,Average Red,Transparency
311.4601315853902,28.07653489784822,3.210683803765874,132.4729034345655,127.82663869286304,120.93718995692218,0.5764036310173881
472.13667453921306,,2.1180307608511053,,,140.31566145089775,0.5336823092293422
,25.134967895455976,2.477493189978412,109.43407190979644,109.5919925699912,109.36112317666054,0.6351253470483909
924.9578632907852,53.56202296599077,1.081130330026313,195.20657616017724,,196.3907544664279,0.3557571603340314
928.9452256497443,,1.076489735226915,138.47661855682418,,145.40929965517464,0.5264089721943208
777.1469220322047,52.09071476779955,1.2867579754225165,159.76955073103252,169.49188049411006,165.3678333702089,0.4504119282273872
725.4465573710012,44.456674760750886,1.3784612937222738,123.96268520741481,132.38832358053946,126.49531203202741,0.5746151990889092
974.0558509035884,65.02341806186674,1.0266351760757295,177.67970835374365,169.02968979854558,168.38662231093952,
470.3634943229019,24.20492751237359,2.1260153308443313,157.20948063942106,165.22461444529847,164.58172205276244,0.4588713142916867
650.9076748971488,,1.5363161913216217,107.63312644871644,103.58918531247056,105.63385493498915,0.6479375925598043
734.6137914143312,43.3394585993911,1.3612594967414484,109.9744149393946,109.38061112966001,100.05438235464985,0.6451006573069951
204.6361001462705,11.946796264509457,,129.84860285134536,127.10321447978083,135.93986925825456,0.5634536815673546
443.9850547991145,39.49251993024297,2.2523280664311103,122.82375840466614,121.4452120045558,122.17420839480262,0.5928409124399727
69.25104997224622,5.990153458512234,14.440214269686459,101.80930443066785,103.83120718704461,99.90321968643829,0.6605069652176103
159.53361599071445,12.726336386988132,6.268271384622815,159.17195680611212,,154.2986903255521,0.4748207201626867
,27.977677394086484,2.6926921414715848,101.70229620507862,103.80140689612776,108.14030595062283,
600.1776782182418,56.68095591211805,,140.7440433893776,141.855197586099,149.02714940075464,0.5204151218041875
290.48056686771275,25.421822339688216,3.442571084128352,152.4147132254153,155.62486256923384,159.6015762099487,0.48039871999489125
839.0423894853918,47.374305193257946,1.191834897177636,189.05927005101563,198.56781123533548,201.6412905777045,0.34525736459549383
419.15250595525754,,2.3857664830631955,184.77564381626786,190.9558808412619,192.83436404945937,0.36826012365890104
415.033748194037,,2.409442616055596,,171.6486936748738,180.08935686571346,
151.82155391423711,8.068328872136293,6.586680047846782,124.9422980452711,131.94073267546568,123.88692941889875,0.5769222665115161
299.27710544868705,19.92596361381576,3.341384896451614,173.4788956951195,,181.29304075158333,0.4106947550104141
646.2396541283051,53.81393218821481,1.5474135541076823,120.37894953741944,120.4405220157777,126.97596803398163,0.5913384004586902
,46.56079498326947,1.136376762334207,111.0129583021735,110.09991555103022,119.55637759083777,
153.73558964648066,8.807960698174767,6.504674696988046,,136.79763495811017,142.1353864480715,0.5272033416689945
109.31110063184877,5.471002883056029,9.148201730837215,109.46708851666496,118.29088435128963,125.42865159582183,0.6075704172624707
682.4574006441661,57.129489842187155,1.465292923860314,135.65584416962398,139.75019171663905,140.0499694299363,0.5383822163153341
521.3792150983783,31.374900458043246,1.9179897683710148,116.48103150009028,114.40598811355994,111.55353116766099,0.6195104991318764
,,5.74289409296346,139.41101908474383,136.5721938040756,146.01021515663953,0.5311184132828234
766.762035541992,45.5903616779902,1.3041855929827588,114.147529606772,105.45953422929203,97.4242100169204,0.6477430290522395
350.5914129139841,30.367327429866904,2.8523231407420275,112.4009421536814,104.85730961081906,107.44022589260244,0.6392239137143301
970.5982201352288,,1.030292431260254,,142.0307544590641,,0.5376819634568019
347.6711478935856,27.48020088483801,2.8762812389197094,152.49435520758922,157.3479221382589,166.8510236749287,0.4703407766435813
473.2850669298891,,2.1128915105790496,193.1910957392398,185.543102112914,191.91665005112597,
754.8162339927889,43.600147817316035,1.324825772109127,110.42737177688096,117.27471090594207,121.19996991959678,0.612331052663978
364.9695141628335,28.286708555864326,2.7399548762142465,,129.9008341997414,125.89339619989465,
909.1980781832021,59.70926466917625,1.0998703406833437,138.6374638542847,140.42443893604727,131.76683346427055,0.5435236263837749
,66.06411579231471,1.0294628607111815,130.72679412847845,,118.03568812081264,0.5823862582811967
539.7949338906719,37.14467155818175,1.8525553635568879,111.26774877148303,108.87008970716236,117.95966606733836,0.6243361060600181
353.4050041282906,33.36072919480629,2.829614714898001,149.2549412888037,150.07689406509016,153.64907532840908,0.4966878770196633
672.6459866649303,51.6103694920408,1.486666121295297,162.55664543249208,152.90926041364676,158.83401010989937,0.47300009338217974
513.2262297226201,27.205911487732923,1.9484584810493089,116.50634539217445,125.12327439427352,,0.5848293966450142
629.2265219585607,55.562559459777965,1.5892527811563821,174.55231697612152,174.82416478765214,,0.41041325198487355
297.0174119630463,,3.366805984170436,106.75223931617296,105.55646777571987,,0.6560405287608184
354.2794163827066,29.0868388724575,2.8226308212040196,157.59217600653574,163.95983158479393,163.2092572694851,0.46137637237687246
711.5253999838901,37.22393936019698,1.405431204595987,100.32784848932529,97.86579656067107,103.90615675965294,0.664333553544834
317.26199448371494,22.56929599002544,3.1519690898599895,101.5517837422178,100.05601465551914,,0.6745379187841134
863.0103011296087,45.365881224216594,1.158734720421162,158.1232254788764,,160.46039442721568,0.4777082896834709
949.1144875315091,71.02887664275443,1.0536136716244169,123.4988588494292,129.35835661542728,136.0524419939912,0.5678781583790581
675.2248058479269,42.27029176836585,1.4809882447138925,136.46951024353092,140.3815649324386,130.9861058735161,0.5468475766116827
,49.31110379011391,1.158357524365226,104.09319481265082,109.81715151566067,105.55903214823431,0.6450340239149491
238.61254963169372,11.963562545190976,4.190894408292995,,143.57890957261012,138.4443393299547,0.5349583354964604
871.2668075338264,44.70006315707889,1.1477540419915233,169.4029096518437,175.51005090114847,182.70144899347488,0.4137617671705921
,,2.1980225459373672,,184.99012946778527,189.11387177865652,0.385630938437031
887.476579659522,72.37736722138125,1.126790298380209,116.72471703711201,122.21464257044603,129.74857862509322,
,26.251587029917413,2.0177457911263255,144.92704715164973,153.7008077084069,156.95098783402156,0.4938012858954687
112.68325961757618,10.11749900866265,8.874432665453542,119.53713331377533,121.619114307744,111.72070181894864,0.6079145006217023
253.97234811785142,15.72083127929427,3.9374365257117185,124.6535931664921,127.8161254405556,119.8415110333533,0.5863208559551101
313.9060033992555,23.097539389480776,3.1856670123256765,165.5937029986714,163.99090753056896,157.25918981595012,0.45906244406089936
730.9837303011902,41.48427024619744,1.3680195037828897,137.4319122619736,140.3435737554861,,0.532500926752395
,26.604968904640028,,162.8211520137214,,,0.45509332117164836
878.5957259514727,46.82643964197368,1.1381799051173995,164.60805496615947,172.8107821391444,167.533277146148,0.4389420952761647
308.1326692835916,28.838461344120816,3.2453553280312657,154.82157279673999,151.0342924434102,154.5611699728976,
80.49630462266194,5.660730912834918,12.422930526906104,103.51856450758272,,91.5589116286271,
,50.08028974490971,1.07230282106449,144.80377834917047,137.79415546441084,136.77127018919822,0.5340342177746893
691.4983581231317,43.152108302417886,1.4461350316350787,133.72097307656205,140.22964471201186,147.00275346001573,
148.14637611624187,9.947977766930256,,,199.13112276187655,,0.34158876570296315
323.78037847798237,19.549371768732552,3.088513283914151,149.66986008357122,140.69708370544058,137.19529205505737,
844.7380922905393,52.43723902459315,1.1837988710660154,188.0320259822267,196.05869914493726,188.58061819308028,0.36369850742195087
200.8496994041198,18.86257101973668,4.978847381732691,177.89785064078697,180.45974021440384,,0.40899444290964915
655.9547081041591,44.930321350903746,1.5244954989197366,177.44457974029854,173.36196327127345,,0.4069137688092622
621.1654079370431,55.26236538415101,1.6098771554602616,198.38035285199527,200.36024833501264,194.50852187598338,0.34083430770778755
464.62615538754716,28.24665008102076,2.1522679866480927,171.43751095242095,176.022546208421,179.93155782564585,0.4140093166816802
,7.34810320278483,10.711477979382025,,189.56949106590247,189.4086930358076,0.37737772786729773
204.85989387007098,11.011913994528134,4.881384936351835,124.25355682163033,130.81096189288948,129.4243192424528,0.5727901800478082
,34.49470966526486,1.975356102197877,179.70094846110686,185.1521263023431,181.04285942937284,0.39344896200797475
270.48950015080055,23.476218546870683,3.697001175433761,,142.6633991522354,139.94727204774958,0.5201365129385196
349.8447553837122,19.24776168034644,2.8584107225023083,145.19247592074456,140.07455756748092,146.98059217767513,0.5197248603712216
886.1023160349508,68.66763350029449,1.1285378470453706,106.52779265413305,113.30421135889969,112.3699537371493,
,3.972403644662971,16.984981800265402,172.60782774705274,181.58160224836888,176.24924493253232,0.41062369452449565
890.0532037443554,66.29870851330034,1.1235283416689144,198.83954901948331,189.10512597085392,,0.3517928622774874
262.57703929823623,17.758394171973855,3.8084061069185693,138.69453098330658,143.23055204909664,150.81088230648743,0.519182260734566
903.4253773378776,84.4887266728091,1.106898284113624,189.55254379219107,182.62556754169512,174.02916402702567,0.3931030273767646
402.39794167761994,28.656645394159575,2.4851021748047293,184.43961133478552,174.809603373417,166.57107605122235,0.41575523248952784
575.9119931788973,,,167.39400647236045,166.4239282986195,175.12910411941607,0.43450329012178224
827.8828361651889,41.459526404127615,1.2079003891807563,172.75670101106405,171.02003067807587,175.86727973891144,0.422617765079943
697.8077929650858,63.68481623271926,1.433059375492005,140.41113261574233,141.91639730764683,137.00649049377415,0.5340733106475963
,22.349408308743204,2.2395993806415446,143.33402054241137,133.48993681782719,132.38618675813245,0.5453220620906989
977.2069517669081,50.47667374486863,1.0233246889943624,159.00300828369464,158.2617733994114,168.00656643057522,0.46080961320702085
,,2.835461099043262,164.41602242057223,158.22361098055305,156.39918558410056,0.4677346455719713
940.2201749132744,58.075167994969895,1.0635806661904907,136.0483301428848,145.28295998257462,139.41334902750992,0.5325059564967007
167.56473381923357,9.046060061526228,5.967842858144516,182.67797638443852,184.0400582486782,179.58077364568086,0.39300132413466926
510.46124507686153,25.902412890170183,1.9590125786129509,174.9640373455925,172.10287396157267,181.92115607630933,0.41223548068502847
492.0907330174365,29.07461401744676,2.0321455636202086,113.29012170754666,104.89175488412259,104.25579605566772,0.6417359192807367
838.9815301703654,47.492261406609565,1.1919213523055003,166.31848117021093,,157.7840275061607,0.4537299451302934
288.8842828796692,15.110418464440144,3.461593652765583,160.91140199488103,154.15752274873776,152.97880496186127,0.47994696699391104
,74.06674833096544,,,95.82781653618811,101.45169383054211,0.6640402343080666
683.0536219742212,36.31653461125848,,161.65113818356622,165.76370189889764,163.38292979704147,0.4546691445783274
328.6769994479314,31.06821258136087,3.042500697279302,134.34395262005,124.63943379371742,124.89501006010367,0.5734684483623654
655.5445687823635,45.233283851248345,1.525449294557413,113.12157595053584,107.10919564428742,105.24479621373963,
540.3792981732878,30.355387822675336,1.8505520166676,160.96518600038434,170.8489229618463,174.01845199718602,0.4379638211562037
73.00088951032782,4.07717837379757,13.698463220212197,109.12894333589425,113.17254986906049,121.33107057985174,0.6181860402391038
786.9251904620314,66.87128781456667,1.270768825449424,190.58930011931113,192.89407502597635,,0.3540984406248743
170.97161036216096,10.921359600804376,,,110.55150564006681,,0.6309862554519001
867.3384882159376,65.8030481758029,1.15295240968372,143.24739126419033,140.42043905217545,133.07393746969962,0.5369535913488162
655.1882473061768,52.23840343155118,,129.3311309756787,124.85302120162535,123.79417910935145,0.5800240763481606
851.5047565509085,,1.174391560712572,164.1590541512518,166.293492225464,161.54668916024184,0.4533341827367138
452.504703384139,41.18725957158774,2.2099217809700487,108.9692313897201,106.7282954287433,,0.6427444010333279
262.19060197952604,15.608775701535324,3.8140192381040725,,94.5432384614624,92.35630444523255,0.6763802139788916
466.4783100800396,,2.1437223947849096,196.33450423445896,188.2031738964816,179.9295742169902,0.3728141640578547
351.15512402542333,17.684332580185448,2.8477442918577514,143.52290053541577,144.671437202006,152.8768030345105,0.5099209546978531
474.0670841509257,25.961858089880934,2.109406101862234,114.56246999703325,118.27441631294674,126.37454913821543,0.6008761828353384
179.35351519632604,17.31169109019538,5.575580712233983,145.6441305426511,142.09636170917858,134.06442629119059,0.5313278682855331
74.60353403917935,4.737163459012634,13.404190738133565,142.97387925646854,145.47406232419067,139.65366944274376,0.5243315433073301
374.4712979719956,22.863525289501172,2.6704316336542933,163.1306011065919,162.0058014002296,,0.4689087987232321
269.3743909804872,14.741988122913398,3.7123053767662624,165.7389800855448,158.66150399463228,168.3669033752028,0.45248068060513347
661.495308375002,63.29032268390554,1.5117265192047282,102.72878273304366,93.40071864398118,84.5058852596933,0.6881829037369799
715.672484508431,44.48001987380549,1.3972871972112537,124.36270702287808,122.55154236358194,126.67915686881291,0.584896215271919
515.2654611369969,46.699626666005706,1.940747198140113,172.67815397766623,171.59477434327692,170.95936920359577,0.427519669417179
588.4371590857896,,,,202.6160093889418,,0.3358386241298881
662.97062624451,50.9404424268533,1.508362452895749,116.68689641818854,114.59996779254588,108.73506051550619,0.6221978614152882
107.54842924909329,6.462837069889776,9.29813672763083,136.02762121998472,127.95975642258277,127.6263973738506,0.5648735833150911
300.08471319101176,16.046144652124266,3.332392341370198,131.97188255641558,124.87183414943861,124.12351780215101,0.5767030727688831
681.9570591377421,55.39204644294617,1.4663679869585737,,161.15974143555206,158.0918126590679,0.4596056547988021
369.8339494298549,30.482350260788824,2.7039161806038208,183.44664062279497,187.16108108574,191.08259839699664,0.37589964432718703
529.8000279511077,31.08994378277914,,109.71401853900484,101.32778033839378,95.12664474120912,0.6598128404237692
685.1344898649025,37.00997088660492,,192.2698163786216,192.26531699647649,200.07253435833078,0.35043592474063456
833.5779514641597,63.318210555919,,170.89944334069503,165.81834206800286,166.35239707844784,0.44103313056983806
187.25091884376224,16.341817097082163,5.340427732877383,139.2263354515025,146.67869278310653,140.6963207896108,0.5259985010842001
382.7043605933474,30.5902773527102,2.6129830306861237,193.7886177401461,194.14555026082112,191.50321698170026,0.3561806833525917
,78.83362731217328,1.1101577918999084,,111.52697303449082,114.74281173191551,0.6230690745639564
72.69490098467772,6.477262717558496,13.756123008005405,111.36766211079113,102.38784744232291,99.60074490637096,0.6518263839339056
895.1472449451387,48.1842113192383,1.1171346453300959,,195.52844444350671,188.20277500118533,0.3665466553334503
739.8096625435651,54.60969935194864,1.3516990256140553,130.04105345153462,136.58388008354058,140.98447115489148,0.5471006614555926
250.9443885779773,14.618147415980674,3.984946647608598,185.39759621213202,184.84182030527384,182.96416722889484,
151.7074443172554,12.00882185414013,6.591634342667907,102.83906157696524,102.35352341383488,110.27888609873676,
,27.48661012598763,2.402992325696607,130.14135082388214,125.1962177985063,115.3218219471166,0.58815623270055
720.0647550975074,68.10956441360864,1.3887639867397557,117.54494203608058,,111.64506708874197,0.6225976073801771
898.3403509936795,56.34342343622497,1.1131638458562747,193.8035554637102,,195.1729228930799,0.349130184537605
865.9379998016234,85.28590543764008,1.1548170887859046,102.89448437285398,97.05656834352415,88.4658578359693,0.6795367660529473
994.8863309383921,56.90269877235526,1.0051399530806546,188.62053550463855,185.27131289937893,181.08324393787592,
590.6211151376701,30.10969838377678,1.6931328297785395,110.17603202393035,103.59818552439742,103.95425525606845,0.6469683635506709
337.1524949411723,27.260335531223046,2.9660169063096626,110.12629371943544,118.94890541088759,110.1300884161621,0.623105236059461
,19.79982679235594,4.257959517504704,137.30859341808895,,139.85126034313166,0.5377693743756217
735.7945678639717,38.322359827509835,1.3590749968473166,139.36744109642615,147.68421967415037,155.7119416294862,0.508040441777708
115.63681069734835,11.494078423686044,8.647765309069795,,186.38233743335726,194.75578680195684,
833.0773240135705,82.6986107148719,1.2003687667097158,154.88358843455518,157.2804928247845,149.45739502347027,0.4870872485746556
867.2355629218372,43.61981152150707,1.1530892444388015,122.89332891811877,,125.3079720227287,0.5788343302416088
268.18945936805557,,3.728707318909311,130.62101536516852,,129.15534969458236,0.5742387114856295
970.0388985396291,71.9421751228999,1.0308864948668313,169.13063002489352,167.60109886571905,172.10856415616607,0.43462189661469053
706.2763074792733,60.96518323715666,1.4158764628096299,191.07376101579666,186.99662931479605,196.57348951394533,0.3615068001727354
319.41123352083457,18.179353878404566,,162.11857957572266,152.3008646947638,145.95406989292982,0.4884738731517597
,49.365393764899025,1.0458206248119493,163.07377499354365,158.13772757999783,157.64763374847539,0.4679342929755368
265.14083987265735,,3.7715804192227913,131.1832103056908,137.5574236462676,,0.5469306621752481
733.4971331254777,42.47016394550093,1.363331845264257,165.75183158777008,167.522647791058,169.83163741433853,0.4409932035631482
299.54619751799714,18.61762436604902,,177.16054364497126,182.43726703803685,175.29863834812264,0.40567061218763256
358.7533952857871,,2.7874300651660406,188.6559127116035,182.77304190694028,189.61650450605956,0.37661615652821856
498.26029875584675,30.869820539361232,,119.22511503145978,121.25850580504041,117.30430274760516,0.6024578626843274
262.58312935629624,18.2843347327423,3.8083177790265066,141.52662330145873,149.66910659341323,154.32214168598713,0.5049801426879343
602.3361266656806,,1.6602025940825527,137.10659205651075,138.24714852163407,130.8953971718912,0.5486120691666267
743.4913165206684,42.0307818658602,1.3450056211546901,155.34032794337278,156.70905023159315,158.22687435346987,0.47747083052396033
679.3286232656899,35.22656462246701,,196.94590531558572,191.6168414156599,,0.3578769780539184
419.57694640090835,22.38735644129185,2.383353062121039,121.11859188094613,,103.20633684501188,0.6252064513384765
,25.82539920133937,3.4358089283025106,104.38138151377284,105.80301124219483,97.5389290875689,0.658085197951626
873.439750582536,71.25163824511286,1.144898659962585,174.51146448947287,166.68959946513283,156.83976135573707,0.4466213052107302
429.77907096078843,28.596272440000345,,111.45483499328914,104.15666902421519,112.14480806419907,0.6358263199092185
150.04340439881972,8.333602894074877,6.664738140318191,168.66575612979247,170.255157918252,,
360.72129775601417,18.88246418249135,2.7722233375762113,185.32287178487366,183.87526129270898,177.9242397358559,0.3920862524295129
791.044696626593,54.43594503768748,,145.1188888148999,146.34203764258675,153.27565710323927,0.5058482404880824
595.6183102240658,51.067825107439226,1.6789275662526388,181.1402261868393,186.3136220349462,176.79829566818094,0.3952753956778151
906.2197685968702,90.60180844131446,1.1034850867889727,132.2464620732266,124.34050877627291,130.9102225453156,
741.8461187942298,,1.3479884502534896,115.70038526849325,,128.26425061238325,0.59067613863819
729.0857930182308,,1.3715806967795283,137.65952794846828,131.3976954556287,136.83227219847342,0.5490116715526996
89.97371305525995,8.493787756967679,11.114357361086357,181.6336926109137,189.37348065548997,191.1394675052905,0.37539262136478435
86.45665412967108,4.868100038110254,11.566489705930106,,103.05671654806942,98.17428872479105,0.6523343550349954
595.7848833588788,48.1875584919478,1.678458161546937,150.01498317687063,155.73311340770525,159.77774347697797,0.48274906659827355
837.2842314712295,79.04988755177985,,183.68459949310738,191.65712262092924,188.43421830590842,0.37358228842228325
454.96463673231113,25.75419484872469,2.197973027491306,194.04668746211843,192.08374922144827,192.63600198839404,0.356926179253377
955.6842931681745,64.40768665816829,1.0463706551929561,129.0393250174387,135.4138380211375,129.46058776731903,0.5623180546601164
313.6563128957025,21.648416770063346,3.188203007195719,114.97159480322371,,119.57175840920377,0.6116953954624998
865.9056931914213,45.849844072713275,,113.46084652077509,123.20062088310368,123.93844899042526,0.599333426228551
174.33398082906598,14.947845896997835,5.736116362652772,114.87130888357267,121.20407832079266,129.19629403385105,0.5941425764019818
926.1915612717744,66.92459950403628,1.0796902517950797,137.82022431727987,128.08704545717416,131.00770169078723,0.5589833650386209
413.65553799881457,26.69914416500223,2.4174703542899643,166.23657980784367,173.1878260533934,174.6121833691083,0.42884823418850515
344.9118814018177,32.17618472846763,2.8992912506687856,151.45789384551722,153.4066368947092,143.71429565180824,0.5015790817866281
960.3457002522952,72.28803959254913,1.041291692915673,134.83421377590798,131.38389985630374,140.28304306792154,0.548332048110963
780.6125063156476,48.517559342264015,1.2810453226272565,104.644482760317,111.65941111956401,115.76591612479383,
954.5043525675375,48.63353875836873,1.047664159215286,188.71099131249008,185.38339236263135,184.76214305002645,0.37904830363872455
233.04386664207385,16.40922860410554,4.291037624842857,134.02608582147798,132.89626254924704,133.80642078617475,0.5547458120478892
971.9002939092829,48.93515400056407,1.0289121284012492,113.51418855030403,114.65469436898232,108.01057015481179,0.6264672743621131
577.0721366547883,36.24597413833014,1.7328856073295607,113.10862170721138,,,0.6082959114743856
65.71310545429918,5.069855745607487,15.217664620879313,158.82020569730227,164.22840775378225,164.27812218253075,0.45852584929598306
712.370560045982,54.54970964068132,1.403763793853935,164.56109718933476,166.64968029300036,,0.446802353913182
877.0940313884159,67.95666093005116,1.1401286113155134,113.72861584083047,121.83735509502644,130.74242265213525,0.5929906737911199
377.21506569115076,32.711518001390964,2.651007584142362,147.17070872479223,146.3884829683112,136.40723208728434,0.5222595291329024
750.444066679647,59.31303635528087,1.3325443486075086,175.5036462746191,,179.1575845145827,0.41121007281032584
736.0560068233247,50.9054461484282,1.358592268427788,146.68698120717352,146.62156064255626,151.32754338978197,0.5059599052894315
586.7411754198017,39.17262347804717,1.7043289987012071,150.95598573361474,151.35969588564993,161.28307562222173,0.4848902697316817
911.247974124372,46.33423578318835,1.097396129698846,149.9281102853563,145.94832768443285,142.4132096497241,0.5130115026449853
421.74608894866486,30.853647185147782,2.371094898574674,,193.62728983726558,199.8242592973575,0.3529554913248695
,40.87483945150002,1.8741846024126614,173.0477875295673,,,0.42043292737141214
76.29724811454153,5.460071007862777,13.106632607492557,153.591485383851,147.11084692499804,154.16295117994053,0.4945941294569005
67.29117006024947,3.570757030457375,14.860790785843747,198.10718188311188,203.7788016513286,194.14139829840803,
284.71245983540734,21.134810307483544,3.5123155501452286,118.30643549922442,116.70910871034552,124.78790050526784,0.6002183947612914
462.9213630488449,31.373267314811358,2.160194106000862,189.94596849430707,182.6364462106638,174.51046521711595,0.3921190223087925
123.93769968955719,,8.06856995494373,123.87215062838648,125.62972348695197,123.11698222405556,0.5859790485117844
807.4577133392997,44.629826207809195,1.2384549475221776,196.3222414559987,194.58873177762092,193.7647553138367,
678.2351569695886,51.42974298614418,1.4744148688311642,172.96200289779216,177.91301048522914,186.13699591506466,0.40331998966879345
833.4579216864976,54.687527229859874,1.1998206195898953,192.87185988871624,193.37644077504132,202.2013970798999,0.34616700250704724
361.2812504651943,35.96256082241087,2.7679266463797285,173.79191675735584,172.80638487597565,169.70653906430474,0.4263279547804042
69.59262731747464,6.246597588271922,14.369338226563851,161.96748003255183,170.39011924085125,176.68315291563573,0.4343991642344013
957.5769602814909,59.28917105613384,1.0443024858347034,196.57066692560647,,200.34988864680872,0.33542290381463613
773.7779931758737,68.61109140835651,1.2923603524773646,104.93728144487721,101.96057422211636,109.51172642136225,0.6484337976796046
107.66741181273434,6.91530547014077,9.2878614165937,,122.87901825018173,121.43606812663242,0.599289623671245
516.2208947281626,40.36159908828746,1.9371552182648304,139.52101146831922,144.7985799663914,135.31880194708938,0.5337351184646666
277.3416563241292,17.071782568952788,3.6056610220546887,101.58580251764863,100.752800519331,98.9006798786852,0.6652896856492614
58.019416974042265,3.9235487148123367,17.235609252112916,,177.99791913317094,168.16103114032327,0.4071950335691701
550.4062597824608,47.09790287427759,,122.21690713157521,113.6141939604054,112.0343072736544,0.6134828795937388
861.2920625025848,67.91100428002217,1.161046343669281,193.49395965071997,192.33026938630178,185.42449995305628,0.3652791900110245
